k,new_prime,primorial,residue,previous_prefix_uncovered_measure
8,19,9699690,64881,0.02197802197802198
8,19,9699690,64918,0.014705882352941176
8,19,9699690,64945,0.030303030303030304
8,19,9699690,65079,0.0213903743315508
8,19,9699690,65576,0.03619909502262444
8,19,9699690,70742,0.014705882352941176
8,19,9699690,72328,0.019230769230769232
8,19,9699690,74608,0.014705882352941176
8,19,9699690,75872,0.019230769230769232
8,19,9699690,77906,0.01818181818181818
8,19,9699690,79738,0.019230769230769232
8,19,9699690,83282,0.019230769230769232
8,19,9699690,83889,0.012987012987012988
8,19,9699690,84298,0.014705882352941176
8,19,9699690,90122,0.014705882352941176
8,19,9699690,90692,0.019230769230769232
8,19,9699690,90729,0.02197802197802198
8,19,9699690,91671,0.012987012987012988
8,19,9699690,93664,0.023529411764705882
8,19,9699690,93988,0.014705882352941176
8,19,9699690,94558,0.019230769230769232
8,19,9699690,97444,0.01098901098901099
8,19,9699690,97654,0.01818181818181818
8,19,9699690,98102,0.019230769230769232
8,19,9699690,99812,0.014705882352941176
8,19,9699690,101680,0.013986013986013986
8,19,9699690,101968,0.019230769230769232
8,19,9699690,103678,0.014705882352941176
8,19,9699690,105512,0.019230769230769232
8,19,9699690,105965,0.015384615384615385
8,19,9699690,107715,0.0213903743315508
8,19,9699690,109378,0.019230769230769232
8,19,9699690,109826,0.023529411764705882
8,19,9699690,110036,0.01098901098901099
8,19,9699690,112922,0.019230769230769232
8,19,9699690,113368,0.014705882352941176
8,19,9699690,114404,0.019230769230769232
8,19,9699690,116751,0.02197802197802198
8,19,9699690,116788,0.019230769230769232
8,19,9699690,118192,0.01098901098901099
8,19,9699690,119192,0.014705882352941176
8,19,9699690,120164,0.01809954751131222
8,19,9699690,121796,0.01818181818181818
8,19,9699690,126548,0.013986013986013986
8,19,9699690,127742,0.004524886877828055
8,19,9699690,127779,0.012987012987012988
8,19,9699690,128721,0.008403361344537815
8,19,9699690,128882,0.014705882352941176
8,19,9699690,129530,0.025210084033613446
8,19,9699690,131608,0.019230769230769232
8,19,9699690,132748,0.014705882352941176
8,19,9699690,134362,0.0053475935828877
8,19,9699690,135152,0.019230769230769232
8,19,9699690,138572,0.014705882352941176
8,19,9699690,141544,0.01818181818181818
8,19,9699690,142562,0.019230769230769232
8,19,9699690,142599,0.008403361344537815
8,19,9699690,146428,0.019230769230769232
8,19,9699690,148101,0.0213903743315508
8,19,9699690,149314,0.01098901098901099
8,19,9699690,149972,0.019230769230769232
8,19,9699690,152128,0.014705882352941176
8,19,9699690,153838,0.019230769230769232
8,19,9699690,157382,0.019230769230769232
8,19,9699690,161248,0.019230769230769232
8,19,9699690,161494,0.023529411764705882
8,19,9699690,161906,0.01098901098901099
8,19,9699690,164792,0.019230769230769232
8,19,9699690,165686,0.01818181818181818
8,19,9699690,167642,0.014705882352941176
8,19,9699690,168621,0.02197802197802198
8,19,9699690,168658,0.019230769230769232
8,19,9699690,168922,0.025210084033613446
8,19,9699690,170228,0.025210084033613446
8,19,9699690,171508,0.014705882352941176
8,19,9699690,171669,0.012987012987012988
8,19,9699690,176068,0.019230769230769232
8,19,9699690,177332,0.014705882352941176
8,19,9699690,177656,0.023529411764705882
8,19,9699690,179451,0.012987012987012988
8,19,9699690,179612,0.019230769230769232
8,19,9699690,181198,0.014705882352941176
8,19,9699690,183478,0.019230769230769232
8,19,9699690,185434,0.01818181818181818
8,19,9699690,187022,0.014705882352941176
8,19,9699690,187994,0.03208556149732621
8,19,9699690,194432,0.019230769230769232
8,19,9699690,194469,0.02197802197802198
8,19,9699690,196551,0.008403361344537815
8,19,9699690,196712,0.014705882352941176
8,19,9699690,198261,0.03496503496503497
8,19,9699690,198298,0.019230769230769232
8,19,9699690,200578,0.014705882352941176
8,19,9699690,201184,0.01098901098901099
8,19,9699690,201879,0.013574660633484163
8,19,9699690,206402,0.014705882352941176
8,19,9699690,207190,0.019230769230769232
8,19,9699690,209252,0.019230769230769232
8,19,9699690,209289,0.03496503496503497
8,19,9699690,209576,0.01818181818181818
8,19,9699690,210268,0.014705882352941176
8,19,9699690,210429,0.008403361344537815
8,19,9699690,213118,0.019230769230769232
8,19,9699690,213776,0.01098901098901099
8,19,9699690,215559,0.012987012987012988
8,19,9699690,215794,0.013986013986013986
8,19,9699690,216662,0.019230769230769232
8,19,9699690,219958,0.014705882352941176
8,19,9699690,220491,0.02197802197802198
8,19,9699690,220528,0.019230769230769232
8,19,9699690,223341,0.012987012987012988
8,19,9699690,224150,0.01098901098901099
8,19,9699690,225782,0.014705882352941176
8,19,9699690,227938,0.019230769230769232
8,19,9699690,228518,0.004524886877828055
8,19,9699690,229324,0.01818181818181818
8,19,9699690,229648,0.014705882352941176
8,19,9699690,231482,0.019230769230769232
8,19,9699690,232306,0.01098901098901099
8,19,9699690,232552,0.01809954751131222
8,19,9699690,235348,0.019230769230769232
8,19,9699690,238892,0.019230769230769232
8,19,9699690,239338,0.014705882352941176
8,19,9699690,245162,0.014705882352941176
8,19,9699690,245486,0.023529411764705882
8,19,9699690,246302,0.019230769230769232
8,19,9699690,246339,0.02197802197802198
8,19,9699690,249028,0.014705882352941176
8,19,9699690,250168,0.004524886877828055
8,19,9699690,253054,0.01098901098901099
8,19,9699690,253466,0.01818181818181818
8,19,9699690,253712,0.004524886877828055
8,19,9699690,254691,0.0213903743315508
8,19,9699690,254852,0.014705882352941176
8,19,9699690,257578,0.019230769230769232
8,19,9699690,259449,0.012987012987012988
8,19,9699690,259684,0.03208556149732621
8,19,9699690,261122,0.019230769230769232
8,19,9699690,264381,0.008403361344537815
8,19,9699690,264988,0.019230769230769232
8,19,9699690,265646,0.01098901098901099
8,19,9699690,267231,0.012987012987012988
8,19,9699690,268532,0.019230769230769232
8,19,9699690,272361,0.02197802197802198
8,19,9699690,272398,0.019230769230769232
8,19,9699690,273214,0.01818181818181818
8,19,9699690,274232,0.014705882352941176
8,19,9699690,278098,0.014705882352941176
8,19,9699690,278259,0.008403361344537815
8,19,9699690,278756,0.025210084033613446
8,19,9699690,279771,0.03496503496503497
8,19,9699690,279808,0.019230769230769232
